State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Abbr,Population_Size,Population_Density,Poverty,Age_19_Under,Age_19_64,Age_65_84,Age_85_and_Over,White,Black,Native_American,Asian,Hispanic,Population_Size_Standard_Error,Population_Density_Standard_Error,Poverty_Standard_Error,Age_19_Under_Standard_Error,Age_19_64_Standard_Error,Age_65_84_Standard_Error,Age_85_and_Over_Standard_Error,White_Standard_Error,Black_Standard_Error,Native_American_Standard_Error,Asian_Standard_Error,Hispanic_Standard_Error,CKD,CKD_Standard_Error,CKD2,CKD2_Standard_Error,Smoker,Smoker_Standard_Error,Smoker2,Smoker2_Standard_Error,Obesity,Obesity_Standard_Error,Obesity2,Obesity2_Standard_Error,Hypertension,Hypertension_Standard_Error,Hypertension2,Hypertension2_Standard_Error,CHD,CHD_Standard_Error,CHD2,CHD2_Standard_Error,Stroke,Stroke_Standard_Error,Stroke2,Stroke2_Standard_Error,Diabetes,Diabetes_Standard_Error,Diabetes2,Diabetes2_Standard_Error,Avg_Drug_Deaths,LBW,VLBW,Premature,Under_18,Over_40,Unmarried,Late_Care,Brst_Cancer,Col_Cancer,Lung_Cancer,Suicide,Total_Deaths,LBW_Standard_Error,VLBW_Standard_Error,Premature_Standard_Error,Under_18_Standard_Error,Over_40_Standard_Error,Unmarried_Standard_Error,Late_Care_Standard_Error,Brst_Cancer_Standard_Error,Col_Cancer_Standard_Error,Lung_Cancer_Standard_Error,Suicide_Standard_Error,Total_Deaths_Standard_Error,FluB_Rpt,HepA_Rpt,HepB_Rpt,Meas_Rpt,Pert_Rpt,CRS_Rpt,Syphilis_Rpt,FluB_Rpt_Standard_Error,HepA_Rpt_Standard_Error,HepB_Rpt_Standard_Error,Meas_Rpt_Standard_Error,Pert_Rpt_Standard_Error,CRS_Rpt_Standard_Error,Syphilis_Rpt_Standard_Error,No_Exercise,No_Exercise_Standard_Error
214,6,61,Placer,CA,317028,226,0.059000000000000004,0.24100000000000002,0.619,0.121,0.019,0.902,0.013000000000000001,0.009000000000000001,0.049,0.105,149117.1875,69.53125,0.01015625,-0.000781249999999983,0.00937499999999997,0.03984375,0.00859375,0.08125,0.003125,0.00546875,0.03203125,0.00105,6.599999999999999e-05,5e-06,6.599999999999999e-05,6e-06,0.081,0.011000000000000001,0.107,0.015,0.201,0.016,0.151,0.016,0.27,0.025,0.28,0.027000000000000003,0.001852,2.7000000000000002e-05,0.0018880000000000001,2.8e-05,0.000415,1.5e-05,0.000495,1.4e-05,0.07,0.01,0.06,0.01,0.0001205,0.055999999999999994,0.01,0.08900000000000001,0.016,0.040999999999999995,0.18,0.10800000000000001,0.000234,0.00015099999999999998,0.000505,0.000128,0.020146485483932018,0.0020408163265306103,0.00102040816326531,0.00306122448979592,0.00153061224489796,0.0020408163265306103,0.003571428571428571,0.00306122448979593,2.19387755102041e-05,1.3265306122448998e-05,2.3469387755102002e-05,1.2244897959183703e-05,0.0871233238349681,0.0,0.0001,7e-05,0.0,0.00126,0.0,4e-05,0.00503904940914219,0.0882635571044016,0.00179815384143285,0.0174069011214475,0.0522434282603031,0.0578214375233734,0.0417127752918956,0.113,0.0178571428571429
215,6,63,Plumas,CA,21477,8,0.10099999999999999,0.205,0.611,0.163,0.022000000000000002,0.941,0.008,0.024,0.006999999999999999,0.059000000000000004,11953.90625,-0.78125,0.01015625,-0.015625,0.04375,0.0328125,0.0,0.053906249999999906,0.00546875,0.01796875,0.0046875,0.00059,0.000165,4e-05,0.000144,4.2000000000000004e-05,0.14400000000000002,0.043,0.22399999999999998,0.036000000000000004,0.284,0.053,0.226,0.051,0.35,0.07400000000000001,0.3,0.025,0.002791,0.000143,0.002692,0.000139,0.000548,7.5e-05,0.0005520000000000001,6.3e-05,0.06,0.019,0.03,0.015,0.0002505,0.066,0.008,0.087,0.037000000000000005,0.017,0.285,0.175,0.00032799999999999995,0.000187,0.0006540000000000001,0.00019899999999999999,0.10173674163058155,0.00561224489795918,0.0020408163265306103,0.006632653061224481,0.00459183673469388,0.00306122448979592,0.0107142857142857,0.0086734693877551,4.4897959183673495e-05,2.4489795918367298e-05,4.7959183673469405e-05,2.9591836734693904e-05,0.039848997487541,0.0,0.00019,0.00012,0.0,2e-05,0.0,0.0,0.0363632534882786,0.0923776704823913,0.025310992088916,0.0995368182213487,0.0764868669417528,0.0392999438306815,0.0414325409884808,0.25,0.036734693877551
216,6,65,Riverside,CA,1946419,270,0.12300000000000001,0.298,0.588,0.098,0.017,0.845,0.065,0.013999999999999999,0.052000000000000005,0.405,571920.3125,-97.65625,0.03671875,0.0546875,-0.00546875000000002,0.01796875,0.00546875,0.240625,0.0171875,0.009375,0.0234375,0.004050000000000001,8.800000000000001e-05,2e-06,8.800000000000001e-05,3e-06,0.146,0.008,0.147,0.009000000000000001,0.28800000000000003,0.01,0.26899999999999996,0.01,0.27,0.012,0.26,0.013000000000000001,0.001751,1.1000000000000001e-05,0.00178,1.1000000000000001e-05,0.000346,6e-06,0.00037799999999999997,5e-06,0.1,0.006,0.09,0.006,0.0001305,0.06,0.011000000000000001,0.10800000000000001,0.039,0.024,0.36,0.166,0.00026,0.000194,0.000495,9.800000000000001e-05,0.020162154191877495,0.0005102040816326509,0.0,0.00102040816326531,0.000510204081632654,0.000510204081632654,0.00153061224489794,0.0010204081632653199,1.0204081632653102e-05,6.6326530612244704e-06,1.0204081632653102e-05,4.5918367346938795e-06,0.0575482296801686,4e-05,0.00217,0.00295,1e-05,0.00049,0.0,0.00148,0.0306183698374381,0.0542797424873851,0.0489528210488129,0.0108152437398374,0.0984903401764843,0.044487766573177,0.0270871584582938,0.28,0.0142857142857143
217,6,67,Sacramento,CA,1363482,1412,0.13699999999999998,0.285,0.606,0.094,0.015,0.7,0.105,0.011000000000000001,0.14,0.182,116500.78125,794.53125,0.04765625,0.04453125,0.00859375000000001,0.01484375,0.00390625,0.12734375,0.0484375,0.00703125,0.0921875,0.00182,7.099999999999999e-05,3e-06,7.099999999999999e-05,3e-06,0.146,0.009000000000000001,0.149,0.01,0.263,0.01,0.25,0.011000000000000001,0.28,0.013999999999999999,0.26,0.015,0.001686,1.3000000000000001e-05,0.001693,1.3000000000000001e-05,0.00039299999999999996,7e-06,0.000422,7e-06,0.09,0.006,0.09,0.006999999999999999,0.0001505,0.065,0.013000000000000001,0.09300000000000001,0.031,0.03,0.327,0.182,0.000255,0.00017,0.000537,0.000109,0.021103322229409704,0.00102040816326531,0.000510204081632654,0.00102040816326531,0.00102040816326531,0.000510204081632654,0.0020408163265306398,0.0020408163265306103,1.1224489795918399e-05,7.1428571428571495e-06,1.2755102040816298e-05,5.61224489795918e-06,0.0458123176903813,3e-05,0.00106,0.00037,0.0,0.00285,0.0,0.00032,0.0259386857006187,0.07125319763330601,0.036582964965324996,0.06442695912456299,0.0138400519515492,0.0488932784084638,0.0059440531965103205,0.184,0.012755102040816297
218,6,69,San Benito,CA,55936,40,0.092,0.319,0.6,0.071,0.011000000000000001,0.917,0.013999999999999999,0.016,0.036000000000000004,0.501,21475.78125,0.0,-0.00234375000000001,0.0640625,0.00937500000000002,-0.0015625,0.00234375,0.0859375,0.0078125,0.01171875,0.0265625,0.00501,8e-05,1.6e-05,9.400000000000001e-05,1.8e-05,0.139,0.011000000000000001,0.049,0.023,0.319,0.057999999999999996,0.174,0.036000000000000004,0.24,0.061,0.22,0.032,0.001199,5.5e-05,0.001197,5.5e-05,0.000341,3.5e-05,0.000325,2.9e-05,0.08,0.02,0.08,0.036000000000000004,9.05e-05,0.049,0.006999999999999999,0.091,0.034,0.027999999999999997,0.298,0.174,0.000235,0.00014900000000000002,0.000391,6.7e-05,0.024152602974828376,0.00306122448979592,0.00102040816326531,0.0040816326530612205,0.00255102040816327,0.00255102040816327,0.0066326530612244895,0.00561224489795917,4.234693877551019e-05,2.55102040816327e-05,4.33673469387755e-05,1.4285714285714299e-05,0.0692933053874154,0.0,4e-05,5e-05,0.0,3e-05,0.0,0.0,0.0197112609445609,0.0347118269600655,0.0846554237073298,0.0748012539568411,0.0713770487249574,0.0896084818267747,0.0457689169334885,0.17800000000000002,0.0198979591836735
219,6,71,San Bernardino,CA,1963535,98,0.16,0.322,0.597,0.071,0.01,0.8059999999999999,0.095,0.013999999999999999,0.06,0.442,585292.1875,-232.03125,0.065625,0.0734375,0.0015625000000000196,-0.003125,0.0,0.21015625,0.040625,0.009375,0.0296875,0.00442,8.099999999999999e-05,2e-06,8.300000000000001e-05,3e-06,0.162,0.008,0.166,0.009000000000000001,0.311,0.01,0.27899999999999997,0.01,0.28,0.013000000000000001,0.27,0.013000000000000001,0.001511,1e-05,0.001535,1e-05,0.000299,5e-06,0.00031800000000000003,5e-06,0.1,0.005,0.09,0.006,7.049999999999999e-05,0.068,0.013000000000000001,0.10800000000000001,0.040999999999999995,0.023,0.397,0.17300000000000001,0.00026199999999999997,0.000204,0.000519,0.00010300000000000001,0.018029217711932815,0.00102040816326531,0.0,0.00102040816326531,0.0010204081632653001,0.0005102040816326509,0.0015306122448979801,0.00153061224489796,1.07142857142857e-05,7.142857142857142e-06,1.1734693877551001e-05,4.5918367346938795e-06,0.0599793626466123,8e-05,0.0014,0.00076,1e-05,0.0005,0.0,0.00029,0.0547417938370093,0.0353049101909948,0.0424841202109475,0.0976401436788397,0.06978886167885401,0.0907930990215913,0.0293543596768384,0.28600000000000003,0.014795918367346901
220,6,73,San Diego,CA,2933462,698,0.11599999999999999,0.275,0.614,0.094,0.016,0.7979999999999999,0.055999999999999994,0.01,0.10800000000000001,0.29,1343047.65625,236.71875,0.03125,0.03671875,0.01484375,0.01484375,0.0046875,0.20390625,0.01015625,0.00625,0.0671875,0.0029,5.5e-05,2e-06,6.2e-05,2e-06,0.121,0.006,0.134,0.006,0.252,0.006999999999999999,0.235,0.008,0.27,0.01,0.26,0.011000000000000001,0.0014990000000000001,8e-06,0.001524,8e-06,0.000337,5e-06,0.000357,4e-06,0.09,0.004,0.08,0.005,0.0001305,0.061,0.011000000000000001,0.10300000000000001,0.027999999999999997,0.034,0.281,0.136,0.000265,0.000165,0.000455,0.000105,0.020233430669972886,0.0010204081632653001,0.0,0.00102040816326531,0.0005102040816326509,0.000510204081632654,0.0010204081632653199,0.0010204081632653001,7.653061224489799e-06,4.5918367346938795e-06,7.653061224489799e-06,3.571428571428571e-06,0.0155386860871185,0.00013,0.00453,0.00089,6e-05,0.00432,0.0,0.00175,0.0167313216770419,0.0947611910788716,0.0797043299475268,0.0231805746886722,0.0851809255449825,0.0101924029953032,0.0598138210187768,0.225,0.010204081632653102
221,6,75,San Francisco,CA,739426,15837,0.12,0.157,0.696,0.124,0.024,0.5660000000000001,0.073,0.005,0.33299999999999996,0.135,147582.03125,12035.15625,0.00625000000000001,-0.05234375,0.0875,0.0390625,0.0109375,0.0859375,0.03046875,0.00234375,0.2484375,0.00135,8.800000000000001e-05,4e-06,8.599999999999999e-05,5e-06,0.095,0.01,0.126,0.013000000000000001,0.132,0.011000000000000001,0.127,0.011000000000000001,0.25,0.021,0.23,0.02,0.0015630000000000002,1.7e-05,0.001624,1.7e-05,0.000405,1e-05,0.000446,9e-06,0.07,0.006999999999999999,0.07,0.009000000000000001,0.0002105,0.071,0.011000000000000001,0.099,0.015,0.057999999999999996,0.24600000000000002,0.12300000000000001,0.000228,0.00017399999999999997,0.00041600000000000003,0.00011,0.025653682721462324,0.00153061224489796,0.000510204081632654,0.00153061224489796,0.000510204081632654,0.00153061224489796,0.00255102040816327,0.0020408163265306103,1.2755102040816298e-05,8.16326530612244e-06,1.2755102040816298e-05,6.632653061224489e-06,0.0942099235542782,3e-05,0.00138,0.00146,0.00013,0.00028,0.0,0.00785,0.0563995043718717,0.0127247987494616,0.0221074311498844,0.0549693677249483,0.0187108092759628,0.0439628090475843,0.0683116896588371,0.218,0.0270408163265306
222,6,77,San Joaquin,CA,664116,475,0.147,0.311,0.593,0.083,0.013999999999999999,0.73,0.079,0.013000000000000001,0.14300000000000002,0.341,88746.09375,33.59375,0.02734375,0.06796875,0.00703124999999999,0.00703125,0.003125,0.2140625,0.03515625,0.00859375,0.1,0.0034100000000000003,6.5e-05,4e-06,5.9000000000000004e-05,4e-06,0.16399999999999998,0.013999999999999999,0.17800000000000002,0.016,0.32,0.017,0.311,0.02,0.29,0.024,0.31,0.026000000000000002,0.001634,1.8e-05,0.001675,1.8999999999999998e-05,0.000408,1.1000000000000001e-05,0.000406,9e-06,0.09,0.009000000000000001,0.07,0.008,0.0001705,0.066,0.012,0.105,0.043,0.024,0.37799999999999995,0.263,0.000259,0.000161,0.000578,0.0001,0.02067861638629396,0.00153061224489796,0.000510204081632652,0.0020408163265306103,0.00102040816326531,0.0010204081632653001,0.00306122448979589,0.00255102040816327,1.7346938775510202e-05,1.0204081632653102e-05,1.98979591836735e-05,7.653061224489799e-06,0.036765111264912005,1e-05,0.0011,0.00129,0.0,0.00027,0.0,0.00012,0.0835794600863625,0.0937534549802624,0.00358931563256426,0.0548027303450177,0.0410513757304636,0.05223880722672701,0.0581349956402037,0.276,0.0229591836734694
223,6,79,San Luis Obispo,CA,255478,77,0.111,0.226,0.631,0.121,0.022000000000000002,0.9129999999999999,0.021,0.011000000000000001,0.033,0.175,107096.09375,29.6875,0.0109375,0.01015625,0.0609375,0.00234374999999999,0.00234375,0.0609375,0.00859375,0.0078125,0.02265625,0.0017499999999999998,8.699999999999999e-05,7e-06,7.8e-05,8e-06,0.091,0.013000000000000001,0.11900000000000001,0.017,0.233,0.019,0.223,0.021,0.26,0.027999999999999997,0.27,0.03,0.0018330000000000002,3.1e-05,0.001873,3.1e-05,0.000768,2.4e-05,0.000703,1.8999999999999998e-05,0.06,0.01,0.06,0.011000000000000001,0.0001505,0.055,0.008,0.091,0.025,0.037000000000000005,0.278,0.17600000000000002,0.000213,0.00017600000000000002,0.000485,0.00013099999999999999,0.024037294796420826,0.00255102040816327,0.00102040816326531,0.003571428571428571,0.00153061224489796,0.0020408163265306103,0.005102040816326529,0.00459183673469389,2.09183673469388e-05,1.4285714285714299e-05,2.3469387755102002e-05,1.2755102040816298e-05,0.0353965651642637,0.0,0.00014,3e-05,0.0,3e-05,0.0,3e-05,0.0372308863815426,0.0728026283209835,0.036485757423495004,0.0256185731471535,0.0829360562519448,0.0560485372984299,0.0739123270195667,0.142,0.020918367346938797
224,6,81,San Mateo,CA,699610,1558,0.068,0.245,0.625,0.11,0.02,0.685,0.034,0.005,0.248,0.223,80425.0,684.375,0.0078125,0.000781250000000011,0.015625,0.0296875,0.00859375,0.0,0.009375,0.00234375,0.17109375,0.00223,5.2000000000000004e-05,3e-06,4.8e-05,4e-06,0.105,0.013000000000000001,0.135,0.018000000000000002,0.177,0.012,0.151,0.013999999999999999,0.27,0.021,0.27,0.021,0.001525,1.7e-05,0.00156,1.8e-05,0.000346,1e-05,0.000402,9e-06,0.07,0.008,0.06,0.009000000000000001,9.05e-05,0.063,0.01,0.096,0.017,0.052000000000000005,0.195,0.128,0.000234,0.00017399999999999997,0.000424,7.099999999999999e-05,0.020377067223167192,0.00153061224489796,0.000510204081632653,0.00153061224489795,0.00102040816326531,0.00102040816326531,0.0020408163265306103,0.0020408163265306103,1.3775510204081599e-05,8.673469387755101e-06,1.4285714285714299e-05,5.61224489795918e-06,0.0135744049893678,1e-05,0.00098,4e-05,2e-05,0.00048,0.0,0.00039,0.0875834374122424,0.0882753124044093,0.0274196807822236,0.038109964544515,0.0495619877285693,0.0466841696311282,0.076299051832557,0.188,0.0229591836734694
225,6,83,Santa Barbara,CA,400762,146,0.131,0.271,0.6,0.10800000000000001,0.021,0.8909999999999999,0.023,0.016,0.048,0.368,93996.875,-81.25,0.0234375,0.04453125,0.01640625,0.02109375,0.009375,0.1390625,0.0046875,0.0109375,0.03203125,0.00368,4.8e-05,4e-06,5.1e-05,5e-06,0.105,0.013000000000000001,0.109,0.015,0.22399999999999998,0.017,0.21600000000000003,0.019,0.27,0.025,0.27,0.027000000000000003,0.0017269999999999998,2.4e-05,0.001756,2.4e-05,0.000421,1.4e-05,0.00045200000000000004,1.2e-05,0.09,0.011000000000000001,0.1,0.016,0.0001405,0.064,0.01,0.11199999999999999,0.034,0.033,0.301,0.192,0.000212,0.00015099999999999998,0.00041200000000000004,0.0001,0.021788492920985524,0.0020408163265306103,0.000510204081632653,0.00255102040816327,0.00153061224489796,0.0010204081632653001,0.0035714285714285904,0.00306122448979591,1.7857142857142903e-05,1.1224489795918399e-05,1.83673469387755e-05,9.183673469387759e-06,0.002427530701396,1e-05,0.00058,0.00014,0.0,0.00018,0.0,6e-05,0.0271931728329345,0.00793860231135469,0.0726299874968889,0.09345431084361801,0.0571612897783728,0.0346074573819206,0.0631822519600921,0.204,0.024489795918367297
226,6,85,Santa Clara,CA,1699052,1316,0.08800000000000001,0.264,0.632,0.091,0.013000000000000001,0.632,0.027999999999999997,0.008,0.306,0.245,378664.84375,719.53125,0.00937500000000001,0.028125,0.02890625,0.0125,0.00234375,0.07421875,-0.01171875,0.0046875,0.221875,0.00245,2e-05,1e-06,2.2999999999999997e-05,2e-06,0.10300000000000001,0.008,0.09699999999999999,0.008,0.2,0.01,0.187,0.01,0.25,0.015,0.23,0.016,0.001113,9e-06,0.001132,1e-05,0.000261,5e-06,0.000278,5e-06,0.07,0.005,0.07,0.006999999999999999,8.05e-05,0.063,0.01,0.09,0.018000000000000002,0.04,0.218,0.134,0.00020899999999999998,0.000136,0.000357,7.599999999999999e-05,0.01537916438107839,0.00102040816326531,0.0,0.0010204081632653001,0.000510204081632654,0.000510204081632654,0.00153061224489796,0.00102040816326531,9.18367346938774e-06,5.61224489795918e-06,9.69387755102044e-06,4.08163265306122e-06,0.08729846361459101,4e-05,0.0012,0.00046,0.0,0.00152,0.0,0.00096,0.0145266287789972,0.0886128839907188,0.07709938089028599,0.0266489857710791,0.0472854544680874,0.08908924555200201,0.0732481812543663,0.184,0.012755102040816297
227,6,87,Santa Cruz,CA,249666,561,0.113,0.252,0.645,0.086,0.016,0.909,0.012,0.012,0.043,0.27399999999999997,106738.28125,375.78125,0.00546875000000001,0.021875,0.03515625,0.0015624999999999901,0.003125,0.10859375,0.00390625,0.0078125,0.02890625,0.00274,5.6e-05,6e-06,5.8e-05,7e-06,0.10099999999999999,0.016,0.095,0.015,0.21100000000000002,0.021,0.191,0.022000000000000002,0.19,0.026000000000000002,0.18,0.026000000000000002,0.001515,2.9e-05,0.001552,2.9e-05,0.00031600000000000004,1.5e-05,0.00033299999999999996,1.4e-05,0.05,0.009000000000000001,0.06,0.013999999999999999,0.0001405,0.053,0.011000000000000001,0.09699999999999999,0.033,0.045,0.316,0.092,0.000227,0.00015800000000000002,0.000444,0.00013,0.02041928015829148,0.0020408163265306103,0.00102040816326531,0.00306122448979592,0.0020408163265306103,0.00153061224489796,0.00459183673469389,0.00255102040816327,2.3469387755102002e-05,1.4795918367346901e-05,2.65306122448979e-05,1.2755102040816298e-05,0.0443747421904905,1e-05,0.00036,0.00014,0.0,0.00125,0.0,0.00011,0.0499916106243536,0.0577006452831276,0.0525934402079001,0.0640062300223317,0.0780024882762935,0.0268151091620391,0.0156970955777336,0.168,0.0285714285714286
228,6,89,Shasta,CA,179904,48,0.134,0.248,0.6,0.13,0.021,0.909,0.01,0.026000000000000002,0.023,0.071,53534.375,3.90625,0.0078125,0.01875,0.0171875,0.03515625,0.0078125,0.19609375,0.0,0.01796875,0.0125,0.0007099999999999999,0.000165,1.2e-05,0.000163,1.4e-05,0.251,0.024,0.244,0.026000000000000002,0.294,0.023,0.259,0.024,0.22,0.027999999999999997,0.22,0.03,0.002702,4.7000000000000004e-05,0.002725,4.7000000000000004e-05,0.000614,2.6000000000000002e-05,0.000638,2.2999999999999997e-05,0.08,0.011000000000000001,0.08,0.013000000000000001,0.0002805,0.057,0.011000000000000001,0.081,0.044000000000000004,0.024,0.387,0.11199999999999999,0.00024,0.000185,0.0006659999999999999,0.000195,0.03062188722874422,0.00306122448979592,0.00153061224489796,0.003571428571428571,0.00306122448979592,0.0020408163265306103,0.006122448979591851,0.0040816326530612205,2.55102040816327e-05,1.7346938775510202e-05,3.26530612244898e-05,1.93877551020408e-05,0.0553743997253877,0.0,0.00013,0.00068,0.0,3e-05,0.0,0.0,0.0517372042169787,0.0393834065864957,0.0825134296808812,0.0927560717204804,0.0373236869159391,0.00035598746300648,0.0767392681059395,0.125,0.0229591836734694
229,6,91,Sierra,CA,3434,4,0.092,0.21600000000000003,0.614,0.14300000000000002,0.027000000000000003,0.9690000000000001,0.003,0.018000000000000002,0.001,0.084,2042.1875,2.34375,0.01171875,0.028125,0.05703125,0.0,0.00234375,-0.00546874999999991,-0.00078125,0.01328125,0.00390625,0.00084,0.000314,6.4e-05,0.000234,4.5e-05,0.17800000000000002,0.045,0.20199999999999999,0.05,0.364,0.051,0.24100000000000002,0.04,0.3,0.034,0.22,0.038,0.002947,0.000366,0.0033,0.000384,0.000297,5.7e-05,0.000605,0.00014,0.09,0.017,0.04,0.034,0.0002005,0.039,0.018000000000000002,0.07400000000000001,0.031,0.046,0.221,0.192,0.0002,0.000221,0.000491,0.000125,0.10629004076878276,0.0112244897959184,0.00816326530612245,0.015816326530612202,0.007653061224489799,0.012244897959183702,0.024489795918367405,0.023469387755102003,5.7142857142857196e-05,4.59183673469388e-05,8.97959183673469e-05,4.03061224489796e-05,0.0137406409173035,0.0,8e-05,1e-05,0.0,0.00011,0.0,0.0,0.0521569436545726,0.008504863743523371,0.0238782545115304,0.0816695083570561,0.0707968297233946,0.0766006712961802,0.00258390991625554,0.27899999999999997,0.0311224489795918
230,6,93,Siskiyou,CA,45259,7,0.155,0.225,0.594,0.156,0.025,0.907,0.013999999999999999,0.037000000000000005,0.013999999999999999,0.08900000000000001,12772.65625,-11.71875,0.0234375,0.0,0.01875,0.02578125,0.00703125,0.07578125,0.0078125,0.02734375,0.00859375,0.0008900000000000001,0.00013800000000000002,2.1000000000000002e-05,0.00013,2.4e-05,0.23800000000000002,0.042,0.20800000000000002,0.044000000000000004,0.302,0.046,0.319,0.048,0.36,0.06,0.33,0.02,0.002785,9.5e-05,0.0028039999999999996,9.5e-05,0.000674,5.5e-05,0.000679,4.7000000000000004e-05,0.07,0.017,0.09,0.027999999999999997,0.0001905,0.07,0.01,0.1,0.048,0.021,0.381,0.187,0.000243,0.000135,0.00056,0.000173,0.055856293775823594,0.00561224489795918,0.0020408163265306103,0.0066326530612244895,0.00459183673469388,0.00306122448979592,0.010204081632653102,0.008163265306122441,3.72448979591837e-05,1.88775510204082e-05,4.18367346938776e-05,2.6020408163265297e-05,0.0906368350633327,1e-05,0.00016,6e-05,0.0,0.0,0.0,0.0,0.095860940458619,0.0621315459549347,0.007659470471750571,0.0431064324032809,0.0095480613357734,0.0634306534463504,0.0760190426796351,0.11599999999999999,0.04132653061224491
231,6,95,Solano,CA,411593,496,0.084,0.289,0.609,0.08900000000000001,0.013000000000000001,0.64,0.153,0.009000000000000001,0.149,0.20600000000000002,92716.40625,27.34375,0.02734375,0.03671875,0.01328125,0.015625,0.0046875,-0.05859375,0.10390625,0.00546875,0.10625,0.00206,6.8e-05,5e-06,6.599999999999999e-05,6e-06,0.135,0.018000000000000002,0.14,0.019,0.27,0.022000000000000002,0.265,0.024,0.29,0.028999999999999998,0.25,0.028999999999999998,0.0013440000000000001,2.1000000000000002e-05,0.001373,2.2000000000000003e-05,0.00036899999999999997,1.3000000000000001e-05,0.000385,1.2e-05,0.11,0.013000000000000001,0.09,0.013000000000000001,0.0001205,0.067,0.013000000000000001,0.105,0.028999999999999998,0.026000000000000002,0.318,0.247,0.000243,0.000191,0.000526,9.400000000000001e-05,0.019203436404409212,0.0020408163265306103,0.000510204081632654,0.00255102040816327,0.00153061224489796,0.00102040816326531,0.003571428571428571,0.003571428571428571,2.0408163265306102e-05,1.3775510204081599e-05,2.29591836734694e-05,9.183673469387759e-06,0.0691711932093927,0.0,0.00048,4e-05,0.0,0.00071,0.0,6e-05,0.0997862623455832,0.0120486088886386,0.0553927085351406,0.0140313784025805,0.0662589433111708,0.0797511615999347,0.00301108684217228,0.18600000000000003,0.023469387755102003
232,6,97,Sonoma,CA,466477,296,0.08800000000000001,0.251,0.624,0.105,0.021,0.902,0.016,0.013999999999999999,0.040999999999999995,0.207,149630.46875,77.34375,0.03203125,0.00859375000000001,0.00390625,0.0234375,0.0078125,0.15703125,0.00390625,0.009375,0.01953125,0.00207,5.2000000000000004e-05,4e-06,5.1e-05,5e-06,0.14,0.013000000000000001,0.154,0.016,0.23,0.013999999999999999,0.223,0.016,0.29,0.023,0.24,0.023,0.001831,2.2999999999999997e-05,0.001862,2.2999999999999997e-05,0.000464,1.4e-05,0.00055,1.3000000000000001e-05,0.07,0.008,0.07,0.009000000000000001,0.0001405,0.052000000000000005,0.008,0.067,0.024,0.039,0.28600000000000003,0.12,0.00025,0.000194,0.0005229999999999999,9.400000000000001e-05,0.02509877228673654,0.0020408163265306103,0.000510204081632654,0.0020408163265306103,0.0010204081632653001,0.00153061224489796,0.0035714285714285904,0.0020408163265306103,1.7346938775510202e-05,1.1224489795918399e-05,1.88775510204081e-05,8.16326530612245e-06,0.0991264319516275,2e-05,0.00079,0.00021,0.0,0.00074,0.0,0.00029,0.0756444727223014,0.0688059367417544,0.0883851277441393,0.0308987937315307,0.0558382941366963,0.0602843794308173,0.058481551414942004,0.182,0.022448979591836702
233,6,99,Stanislaus,CA,505505,338,0.142,0.311,0.589,0.085,0.013999999999999999,0.871,0.031,0.015,0.055999999999999994,0.37,163072.65625,167.1875,0.0109375,0.065625,0.0171875,0.0,0.0015625,0.2921875,0.009375,0.01015625,0.03671875,0.0037,9.7e-05,5e-06,9.1e-05,6e-06,0.171,0.016,0.166,0.017,0.332,0.02,0.313,0.021,0.31,0.027999999999999997,0.26,0.024,0.001956,2.2999999999999997e-05,0.001981,2.2999999999999997e-05,0.000407,1.2e-05,0.000403,1.1000000000000001e-05,0.1,0.011000000000000001,0.09,0.013000000000000001,0.0001905,0.065,0.013000000000000001,0.115,0.043,0.023,0.355,0.16399999999999998,0.000237,0.00019899999999999999,0.000546,0.000106,0.02188108920782188,0.00153061224489796,0.00102040816326531,0.0020408163265306103,0.00153061224489796,0.0010204081632653001,0.0035714285714285904,0.0025510204081632603,1.83673469387755e-05,1.3265306122448998e-05,2.14285714285714e-05,9.18367346938775e-06,0.0782475994602438,1e-05,0.00076,0.0006,0.0,0.00056,0.0,0.00011,0.0218822883773762,0.0548668649537872,0.0106181442189683,0.0809685981665673,0.0900631989741532,0.0559415047953231,0.0185785821388882,0.282,0.020918367346938797
